tag	del	herbarium	herblocate	category	catabbrev	specid	brahms	accession	barcode	Picture	phenology	collector	prefix	number	suffix	addcoll	type	type_of	day	month	year	dateres	collected	monthname	family	cf	taxstat	species	detstatus	detby	detday	detmonth	detyear	detdate	originstat	originid	continent	region	tdwglv1	tdwglv2	tdwgl3name	tdwg	country	majorarea	minorarea	locprefix	gazetteer	lat	ns	long	ew	llunit	llres	llorig	latlong	latdec	longdec	degsq	alt	altmax	altres	altrange	vernacular	language	genus	sp1	author1	rank1	sp2	author2	rank2	sp3	author3	unique	hsaccode	gazcode	hbcode	hstype	sptype	spnumber	spcodetype	cscode	altcs	addcscode	detbycode	conumber	ccid	entrydate	who	notonline
*	 	L		Herbarium sheet	HS	2075984	1268752		L  0938044	81		"Jongh Jr, S.E. de"		21826		"Kern, J.H.; Ooststroom, S.J. van & Reichgelt, B."			15	9	1959		15-Sep-59	September	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Rotterdam	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	1080	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075985	1268753		L  0938045	82		"Ooststroom, S.J. van"		17418					22	8	1953		22-Aug-53	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Hoogmade	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	29752	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075986	1268754		L  0938046	83		"Hoekstra, O."		256		"Ploeg, D.T.E. van der"			22	9	1970		22-Sep-70	September	Solanaceae		acc	Solanum lycopersicum L.			8	12	1970	08-Dec-70			Europe	Middle Europe	0	0			Netherlands	Groningen			Lauwersmeer	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	23577	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075987	1268755		L  0938047	84		"Touw, A."		4016					0	9	1959		Sep-59	September	Solanaceae		acc	Solanum lycopersicum L.		"Touw, A."	0	9	1959	Sep-59			Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			De Beer	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	47378	8339	0	0	5328	0	0	1	0	1742	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075988	1268756		L  0938048	85		Unknown		s.n.					0	0	1931		1931		Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Noord-Holland			Amsterdam	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	2837	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075989	1268757		L  0938049	86		"Muller, F.M."		5754					1	8	1963		01-Aug-63	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	1079	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075990	1268758		L  0938050	87		"Goethart, J.W.C."		s.n.					0	8	1906		Aug-06	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Den Haag	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	1089	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075991	1268759		L  0938051	88		"Jongepier, J.W."		s.n.					7	9	1985		07-Sep-85	September	Solanaceae		acc	Solanum lycopersicum L.		"Jongepier, J.W."	7	9	1985	07-Sep-85			Europe	Middle Europe	0	0			Netherlands	Zeeland	Walcheren		Vrouwenpolder	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	49794	8339	0	0	5328	0	0	1	0	19187	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075992	1268760		L  0938052	89		"Bloembergen, E."		1439					26	7	1935		26-Jul-35	July	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Drenthe			Paterswolde	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	12182	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075993	1268761		L  0938053	90		"Danser, B.H."		5067					23	8	1924		23-Aug-24	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Utrecht			Doorn	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	29734	8339	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075994	1268762		L  0938054	91		"Touw, A."		1288					5	7	1957		05-Jul-57	July	Solanaceae		acc	Solanum lycopersicum L.		"Touw, A."	19	10	1957	19-Oct-57			Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Leiden	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	4644	8339	0	0	5328	0	0	1	0	1742	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075995	1268763		L  0938055	92		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075996	1268764		L  0938056	93		"Hasselt, A.L. van"		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075997	1268765		L  0938057	94		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Austria	Wien			Wien	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	89622	8339	0	0	37050	0	0	1	0	0	17	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075998	1268766		L  0938058	95		Unknown		s.n.					3	7	1939		03-Jul-39	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Delft	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	32634	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2075999	1268767		L  0938059	96		"Marquardt, W."		742					5	8	1938		05-Aug-38	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Den Haag	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	1089	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076002	1268768		L  0938060	97		Unknown		2-1-1-1					6	6	1947		06-Jun-47	June	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Noord-Holland			Bovenkarspel	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102087	8339	0	0	37050	0	0	1	0	0	157	2	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076001	1268768		L  0938061	98		Unknown		2-1-1-1					6	6	1947		06-Jun-47	June	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Noord-Holland			Bovenkarspel	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102087	8339	0	0	37050	0	0	1	0	0	157	2	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076000	1268768		L  0938062	99		Unknown		2-1-1-1					6	6	1947		06-Jun-47	June	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Noord-Holland			Bovenkarspel	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102087	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076003	1268769		L  0938063	100		Unknown		4-1-2-1					29	5	1946		29-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Loosduinen	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	23496	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076007	1268770		L  0938064	101		Unknown		9-2-1-1					3	5	1946		03-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	North America	0	0			United States of America	South Carolina			Charleston	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	67824	8339	0	0	37050	0	0	1	0	0	248	2	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076006	1268770		L  0938065	102		Unknown		9-2-1-1					3	5	1946		03-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	North America	0	0			United States of America	South Carolina			Charleston	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	67824	8339	0	0	37050	0	0	1	0	0	248	2	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076005	1268770		L  0938066	103		Unknown		9-2-1-1					3	5	1946		03-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	North America	0	0			United States of America	South Carolina			Charleston	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	67824	8339	0	0	37050	0	0	1	0	0	248	2	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076004	1268770		L  0938067	104		Unknown		9-2-1-1					3	5	1946		03-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	North America	0	0			United States of America	South Carolina			Charleston	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	67824	8339	0	0	37050	0	0	1	0	0	248	1	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076010	1268771		L  0938068	105		Unknown		8-1-1-1					24	5	1946		24-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	1079	8339	0	0	37050	0	0	1	0	0	157	2	24/05/2012	Huber	 
*	 	L		Extra sheet	XS	2076009	1268771		L  0938069	106		Unknown		8-1-1-1					24	5	1946		24-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	1079	8339	0	0	37050	0	0	1	0	0	157	2	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076008	1268771		L  0938070	107		Unknown		8-1-1-1					24	5	1946		24-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	1079	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076011	1268772		L  0938071	108		"Heurn, W.C. van"		s.n.					1	11	1963		01-Nov-63	November	Solanaceae		syn	Lycopersicon esculentum Mill.		"Heurn, W.C. van"	1	11	1963	01-Nov-63			Europe	Middle Europe	0	0			Netherlands	Gelderland			Wilp	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	23984	8339	0	0	37050	0	0	1	0	16575	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076012	1268773		L  0938072	109		"Nackejima, C."		3185					4	10	1967		04-Oct-67	October	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Eastern Asia	0	0			Japan	Ryukyu			Okinawa Isl.	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	81656	8339	0	0	37050	0	0	1	0	0	108	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076013	1268774		L  0938073	110		"Buysman, M."	SPR	746	-5				15	7	1883		15 July 1883	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076014	1268775		L  0938074	111		"Buysman, M."	SPR	746	-5				15	7	1883		15 July 1883	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076015	1268776		L  0938075	112		"Buysman, M."	SPR	746	-5				15	7	1883		15 July 1883	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076016	1268777		L  0938076	113		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076017	1268778		L  0938077	114		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076018	1268779		L  0938078	115		"Bolten, D."		s.n.					2	8	1890		2 August 1890	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Den Haag	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	1089	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076019	1268780		L  0938079	116		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown				Hortus	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	54126	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076020	1268781		L  0938080	117		Unknown		188					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands				Hortus	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102088	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076021	1268782		L  0938081	118		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076022	1268783		L  0938082	119		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076023	1268784		L  0938083	120		"Sprengel, C.P.J."	5	1					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076024	1268785		L  0938084	121		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076025	1268786		L  0938085	122		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076026	1268787		L  0938086	123		"Hasskarl, J.K."		s.n.					22	8	1859		22 August 1859	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076027	1268788		L  0938087	124		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076028	1268789		L  0938088	125		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076029	1268790		L  0938089	126		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076030	1268791		L  0938090	127		"Bakhuizen van den Brink Jr, R.C."		s.n.					0	0	1942		1942		Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Winterswijk	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	14621	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076031	1268792		L  0938091	128		"Makino, T."		82183					15	8	1926		15-Aug-26	August	Solanaceae		syn	Lycopersicon esculentum Mill.		"Murata, G."	0	0	1968	1968			Asia	Eastern Asia	0	0			Japan	Honshu	Tokyo		Oizumi	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	44245	8339	0	0	37050	0	0	1	0	7196	108	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076032	1268793		L  0938092	129		Instituut voor Prehistorie Leiden		464					30	8	1971		30-Aug-71	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Utrecht			Amersfoort	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	9708	8339	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076033	1268794		L  0938093	130		"Korthals, P.W."		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	South America	0	0			Venezuela					0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	822	8339	0	0	37050	0	0	1	0	0	222	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076034	1268795		L  0938094	131		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	South America	0	0			Peru					12.5	S	69.17	E			FS	"12°50' S,  69°17' E"	-12.833333	69.283333	SE1269	0	0					Lycopersicon	esculentum	Mill.							0	0	615	8339	0	0	37050	0	0	1	0	0	168	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076035	1268796		L  0938095	132		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076036	1268797		L  0938096	133		"Eggers, H.F.A. von"		450					0	7	1881		July 1881	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	Caribbean	0	0			Virgin Islands (USA)	St. Thomas			Saint Thomas	0	 	0	 				Alt: 350m	0	0		350	0		350			Lycopersicon	esculentum	Mill.							0	0	51279	8339	0	0	37050	0	0	1	0	0	224	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076037	1268798		L  0938097	134		"Suringar, W.F.R."		s.n.					10	4	1885		10 April 1885	April	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	Caribbean	0	0			Netherlands Antilles				St Eustatius	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102089	8339	0	0	37050	0	0	1	0	0	8	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076038	1268799		L  0938098	135		"León, H."		13407					12	6	1928		12-Jun-28	June	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	Caribbean	0	0			Cuba				Havana	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	23341	8339	0	0	37050	0	0	1	0	0	52	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076039	1268800		L  0938099	136		"Arsène, G."		1804					20	10	1907		20-Oct-07	October	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	Mesoamerica	0	0			Mexico	Puebla			Puebla	0	 	0	 				Alt: 2155m	0	0		2155	0		2155			Lycopersicon	esculentum	Mill.							0	0	85714	8339	0	0	37050	0	0	1	0	0	134	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076040	1268801		L  0938100	137		"Heller, A.A."		1998					25	3	1895		25 March 1895	March	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				America	North America	0	0			United States of America	Hawaii Islands	Sandwich		Oahu	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	26770	8339	0	0	37050	0	0	1	0	0	248	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076041	1268802		L  0938101	138		"McKee, M."		24228					5	9	1971		05-Sep-71	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Pacific	Southwestern Pacific	0	0			Vanuatu	Espiritu Santo			Nokowoula	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	53235	8339	0	0	37050	0	0	1	0	0	225	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076042	1268803		L  0938102	139		Unknown		6177					14	9	1934		14-Sep-34	September	Solanaceae		syn	Lycopersicon esculentum Mill.		"Symon, D.E."	0	12	1984	Dec-84					0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	15908	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076043	1268804		L  0938103	140		Unknown		290					13	1	1926		13-Jan-26	January	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Arabian Peninsula	0	0			Saudi Arabia				Djeddah	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	30885	8339	0	0	37050	0	0	1	0	0	183	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076044	1268805		L  0938104	141		Guam Experiment Station		181					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Pacific	Northwestern Pacific	0	0			Micronesia	Mariana Islands	Guam		Guam	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	49523	8339	0	0	37050	0	0	1	0	0	75	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076045	1268806		L  0938105	142		"Fosberg, F.R."		24374					18	5	1946		18-May-46	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Pacific	Northwestern Pacific	0	0			Marshall Islands	Eniwetok Atoll			Eniwetok Islet	0	 	0	 				Alt: 1 - 5m	0	0		1	5		01-May			Lycopersicon	esculentum	Mill.							0	0	44308	8339	0	0	37050	0	0	1	0	0	135	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076046	1268807		L  0938106	143		"Elbert, J."		1925					7	6	1909		07-Jun-09	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Hallier, A.H."	11	6	1918	11-Jun-18			Asia	Malesia	0	0			Indonesia	Lesser Sunda Islands	Nusa Tenggara Barat	Gunung	Rindjani	8.24	S	116.28	E	DMS			Alt: 600 - 700m	-8.4	116.466667	SE8116	600	700		600 - 700			Lycopersicon	esculentum	Mill.							0	0	22032	8339	0	0	37050	0	0	1	0	36347	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076047	1268808		L  0938107	144		"Jaag, O."		713					7	5	1938		07-May-38	May	Solanaceae		syn	Lycopersicon esculentum Mill.		"Steenis, C.G.G.J. van"	0	0	1938	1938			Asia	Malesia	0	0			Indonesia	Lesser Sunda Islands	Nusa Tenggara Timur		Koei	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	31078	8339	0	0	37050	0	0	1	0	3326	97	1	24/05/2012	Huber	 
