tag	del	herbarium	herblocate	category	catabbrev	specid	brahms	accession	barcode	Picture	phenology	collector	prefix	number	suffix	addcoll	type	type_of	day	month	year	dateres	collected	monthname	family	cf	taxstat	species	detstatus	detby	detday	detmonth	detyear	detdate	originstat	originid	continent	region	tdwglv1	tdwglv2	tdwgl3name	tdwg	country	majorarea	minorarea	locprefix	gazetteer	lat	ns	long	ew	llunit	llres	llorig	latlong	latdec	longdec	degsq	alt	altmax	altres	altrange	vernacular	language	genus	sp1	author1	rank1	sp2	author2	rank2	sp3	author3	unique	hsaccode	gazcode	hbcode	hstype	sptype	spnumber	spcodetype	cscode	altcs	addcscode	detbycode	conumber	ccid	entrydate	who	notonline
*	 	WAG		Herbarium sheet	HS	2076152	1268892		WAG0463683	244		Unknown		93					11	8	1901		11-Aug-01	August	Solanaceae		acc	Solanum lycopersicum L.		"Reichgelt, T.J.; Ooststroom, S.J. van"	0	2	1966	Feb-66			Europe	Middle Europe	0	0			Netherlands	Gelderland			Apeldoorn	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	23586	594	0	0	5328	0	0	1	0	22130	157	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076153	1268893		WAG0463684	245		Unknown		s.n.					8	8	1962		08-Aug-62	August	Solanaceae		acc	Solanum lycopersicum L.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Drenthe	Wijster		Wijster	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	3379	594	0	0	5328	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076138	1268883		WAG0463695	256		"Merxmüller, H."		32448		"Giess, J.W.H."			2	10	1977		02-Oct-77	October	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0				Africa	Southern Africa	0	0			Namibia				Lüderitz	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	45589	594	0	0	308778	0	0	1	0	0	150	1	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076133	1268881		WAG0463696	257		"Hensen, K.J.W."	H-	688					29	8	1958		29-Aug-58	August	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076132	1268881		WAG0463697	258		"Hensen, K.J.W."	H-	688					29	8	1958		29-Aug-58	August	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076135	1268882		WAG0463698	259		"Wit, H.C.D. de"		175					14	9	1954		14-Sep-54	September	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.		"Hensen, K.J.W."	14	9	1954	14-Sep-54			Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	1160	157	2	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076136	1268882		WAG0463699	260		"Wit, H.C.D. de"		175					14	9	1954		14-Sep-54	September	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.		"Hensen, K.J.W."	14	9	1954	14-Sep-54			Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	1160	157	2	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076137	1268882		WAG0463700	261		"Wit, H.C.D. de"		175					14	9	1954		14-Sep-54	September	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.		"Hensen, K.J.W."	14	9	1954	14-Sep-54			Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	1160	157	2	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076134	1268882		WAG0463701	262		"Wit, H.C.D. de"		175					14	9	1954		14-Sep-54	September	Solanaceae		syn	Lycopersicon pimpinellifolium (L.) Mill.		"Hensen, K.J.W."	14	9	1954	14-Sep-54			Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	pimpinellifolium	(L.) Mill.							0	0	1079	594	0	0	308778	0	0	1	0	1160	157	1	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076125	1268879		WAG0463702	263		"Hensen, K.J.W."	H-	690					29	8	1958		29-Aug-58	August	Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	1079	594	0	0	211832	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076126	1268879		WAG0463703	264		"Hensen, K.J.W."	H-	690					29	8	1958		29-Aug-58	August	Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	1079	594	0	0	211832	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076124	1268879		WAG0463704	265		"Hensen, K.J.W."	H-	690					29	8	1958		29-Aug-58	August	Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	1079	594	0	0	211832	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076128	1268880		WAG0463705	266		"Bravenboer, L."		72					0	0	1963		1963		Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Naaldwijk	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	47271	594	0	0	211832	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076129	1268880		WAG0463706	267		"Bravenboer, L."		72					0	0	1963		1963		Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Naaldwijk	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	47271	594	0	0	211832	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076130	1268880		WAG0463707	268		"Bravenboer, L."		72					0	0	1963		1963		Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Naaldwijk	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	47271	594	0	0	211832	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Extra sheet	XS	2076131	1268880		WAG0463708	269		"Bravenboer, L."		72					0	0	1963		1963		Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Naaldwijk	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	47271	594	0	0	211832	0	0	1	0	0	157	2	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076127	1268880		WAG0463709	270		"Bravenboer, L."		72					0	0	1963		1963		Solanaceae		syn	Lycopersicon peruvianum (L.) Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Zuid-Holland			Naaldwijk	0	 	0	 					0	0		0	0					Lycopersicon	peruvianum	(L.) Mill.							0	0	47271	594	0	0	211832	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076123	1268878		WAG0463710	271		"Hensen, K.J.W."	H-	700					15	9	1958		15-Sep-58	September	Solanaceae		syn	Lycopersicon hirsutum Dunal			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Wageningen	0	 	0	 					0	0		0	0					Lycopersicon	hirsutum	Dunal							0	0	1079	594	0	0	308777	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	WAG		Extra sheet	XS	2075807	226836		WAG0463722	283		"Westphal, E."		10086		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439919	226836		WAG0463723	284		"Westphal, E."		10086		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Extra sheet	XS	2075804	226837		WAG0463724	285		"Westphal, E."		10087		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439921	226837		WAG0463725	286		"Westphal, E."		10087		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	2075802	226838		WAG0463726	287		"Westphal, E."		10088		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439923	226838		WAG0463727	288		"Westphal, E."		10088		"Westphal-Stevels, J.M.C."			5	6	1978		05-Jun-78	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Extra sheet	XS	2075798	226861		WAG0463728	289		"Westphal, E."		10114		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Extra sheet	XS	2075797	226861		WAG0463729	290		"Westphal, E."		10114		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439963	226861		WAG0463730	291		"Westphal, E."		10114		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Extra sheet	XS	2075793	226863		WAG0463732	293		"Westphal, E."		10116		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439967	226863		WAG0463733	294		"Westphal, E."		10116		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439674	226703		WAG0463734	295		"Westphal, E."		9948		"Westphal-Stevels, J.M.C."			12	4	1978		12-Apr-78	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439671	226700		WAG0463735	296		"Westphal, E."		9945		"Westphal-Stevels, J.M.C."			12	4	1978		12-Apr-78	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439672	226701		WAG0463736	297		"Westphal, E."		9946		"Westphal-Stevels, J.M.C."			12	4	1978		12-Apr-78	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439673	226702		WAG0463737	298		"Westphal, E."		9947		"Westphal-Stevels, J.M.C."			12	4	1978		12-Apr-78	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439899	226829		WAG0463738	299		"Westphal, E."		10079		"Westphal-Stevels, J.M.C."			24	5	1978		24-May-78	May	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	2075783	226860		WAG0463739	300		"Westphal, E."		10113		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	2075781	226860		WAG0463740	301		"Westphal, E."		10113		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439961	226860		WAG0463741	302		"Westphal, E."		10113		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
 	 	WAG		Extra sheet	XS	2075776	240940		WAG0463742	303		"Leeuwenberg, A.J.M."		10413		"Beek, W.E.A. van"			8	10	1972		08-Oct-72	October	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	North				10.37	N	13.34	E	DM	4		"c. 10°37' N,  13°34' E Alt: 1000m"	10.616667	13.566667	NE1013	1000	0		1000	kwematu	Kapsiki	Lycopersicon	esculentum	Mill.							0	0	779	594	0	0	37050	0	0	1	0	5679	46	2	11/11/2005	JanW	 
 	 	WAG		Herbarium sheet	HS	481091	240940		WAG0463743	304		"Leeuwenberg, A.J.M."		10413		"Beek, W.E.A. van"			8	10	1972		08-Oct-72	October	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	North				10.37	N	13.34	E	DM	4		"c. 10°37' N,  13°34' E Alt: 1000m"	10.616667	13.566667	NE1013	1000	0		1000	kwematu	Kapsiki	Lycopersicon	esculentum	Mill.							0	0	779	594	0	0	37050	0	0	1	0	5679	46	1	11/11/2005	JanW	 
*	 	L		Extra sheet	XS	2075772	226862		WAG0463744	305		"Westphal, E."		10115		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	8339	0	0	37050	0	0	1	0	5679	46	2	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	439966	226862		WAG0463745	306		"Westphal, E."		10115		"Westphal-Stevels, J.M.C."			5	7	1978		05-Jul-78	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Westphal-Stevels, J.M.C."	0	0	1989	1989			Africa	Central Tropical Africa	0	0			Cameroon	Centre				3.47	N	10.58	E			FS	"3°47' N,  10°58' E"	3.783333	10.966667	NE310	0	0					Lycopersicon	esculentum	Mill.							0	0	1114	594	0	0	37050	0	0	1	0	5679	46	1	28/09/2005	JanW	 
*	 	WAG		Herbarium sheet	HS	2076110	1268870		WAG0463746	307		"Arcy, W.G. d'"		7483					12	1	1975		12-Jan-75	January	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Africa	East Tropical Africa	0	0			Kenya	Central	Nyeri District		Aberdare Range	0	 	0	 				Alt: 1300 - 1800m	0	0		1300	1800		1300 - 1800			Lycopersicon	esculentum	Mill.							0	0	552	594	0	0	37050	0	0	1	0	0	110	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076111	1268871		WAG0463747	308		Unknown		48	G				11	3	1855		11 March 1855	March	Solanaceae		syn	Lycopersicon esculentum Mill.		"Muller, F.M."	0	0	1982	1982			Africa		0	0			Africa				Tenerife	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	102090	594	0	0	37050	0	0	1	0	7779	298	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076106	1268866		WAG0463748	309		"Molhuysen, P."		347					0	9	1905		Sep-05	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Lawang	7.8353	S	112.6947	E	DD		NGA	"7°50.12' S,  112°41.68' E"	-7.8353	112.6947	SE7112	0	0					Lycopersicon	esculentum	Mill.							0	0	21956	594	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076107	1268867		WAG0463749	310		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Germany	Baden-Württemberg			Wuerttemberg	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	49407	594	0	0	37050	0	0	1	0	0	57	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076108	1268868		WAG0463750	311		Unknown		508					0	0	1848		1848		Solanaceae		syn	Lycopersicon esculentum Mill.		"Muller, F.M."	0	0	1982	1982			Europe	Middle Europe	0	0			Poland		Silesia		Schweidnitz	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	38501	594	0	0	37050	0	0	1	0	7779	172	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076109	1268869		WAG0463751	312		"Heurck, H.F. van"		498					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.		"Muller, F.M."	0	0	1982	1982					0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	594	0	0	37050	0	0	1	0	7779	241	1	24/05/2012	Huber	 
*	 	WAG		Extra sheet	XS	2076105	1268865		WAG0463752	313		"Bravenboer, L."		150					0	0	1964		1964		Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands					0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	51	594	0	0	37050	0	0	1	0	0	157	2	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076103	1268864		WAG0463753	314		"Hensen, K.J.W."		42					24	9	1954		24-Sep-54	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands	Gelderland			Spijk	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	56416	594	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
*	 	WAG		Herbarium sheet	HS	2076104	1268865		WAG0463754	315		"Bravenboer, L."		150					0	0	1964		1964		Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Netherlands					0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	51	594	0	0	37050	0	0	1	0	0	157	1	24/05/2012	Huber	 
 	 	WAG		Herbarium sheet	HS	2076102	1268863		WAG0463755	316		"Boeke, J.D."		1748					21	5	1977		21-May-77	May	Solanaceae			Lycopersicon  agrimoniifolium Ruiz & Pav. ex Dunal			0	0	0				America	South America	0	0			Colombia	Antioquia			Cerro de Campanas	0	 	0	 				Alt: 850m	0	0		850	0		850			Lycopersicon	agrimoniifolium	Ruiz & Pav. ex Dunal							0	0	5196	594	0	0	309682	0	0	1	0	0	48	1	24/05/2012	Huber	 
				Experimental					G7001_2												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands																																															
				Experimental					G7001												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands																																															
				Experimental					G7002_2												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands																																															
				Experimental					G7002_sheet2_2												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands
				Experimental					G7002_sheet2												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands
				Experimental					G7002												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands
				Experimental					G7003_2												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands
				Experimental					G7003												2012							Solanum lycopersicum cv. Heinz 1706															Netherlands
